tweetcreatedts,retweetcount,following,followers,text
2021-03-14 22:17:03,0,619,801,"$BTT broke out🚀 Party time 🤡
.
.
$BTC $ETH $XRP $DOT $KSM $LINK $GRT $CHR $SXP $ROSE $VITE $COCOS $UTK $IOTX $DOCK $DREP $NPXS $DENT $KEY $AXS $DEGO $SKL $SUSHI $ZIL $CHZ $MATIC $CHZ $DEGO $ANKR $AKRO $TROY $MBL $STMX $DREP $HOT $NPXS $DENT $VTHO https://t.co/wlQ9Au8Al1 https://t.co/ABb8WBIDRB"
2021-03-14 22:16:20,0,7594,8550,#Crypto prices | 6:15 PM | 3/14/21 https://t.co/t9zjlZZpbc #Bitcoin #BTC $BTC #Ethereum #ETH #Tether #USDT #Polkadot #DOT #Ripple #XRP #Cardano #ADA #Litecoin #LTC #BitcoinCash #BCH #Chainlink #LINK #Stellar #XLM #BinanceCoin #BNB #USDCoin #USD #BitcoinSV #BSV #cryptocurrency https://t.co/hRCCaxBvct
2021-03-14 22:16:10,1,133,12,"I see that $VRA / @verasitytech has a lot of support on Twitter. Many sheople convincing other sheople to buy. It will likely go higher.

$ctsi $eth $xrp $brd $one $lto $vidt $ada $dot $doge $ckb $neo $storj $mth $btc $get $bnb $chz $storj $kmd $vet $eos $vra $neo $pre $kda $myst"
2021-03-14 22:15:06,0,2363,1393,"Dont get me wrong, pull back here to $57444 is almost expected. But bull run over? Just not sold on that idea yet. Maybe I’m wrong &amp; I’ll be part of the “dumb money” holding the bag at the end? 🤷🏻‍♂️ $LINK $DOT $ETH $YFI $REN $SNX $UNI #BTC $VET $BNT $CRV structure keeps working 🏗 https://t.co/czJa6OL5KQ"
2021-03-14 22:14:29,0,627,459,It does not matter if you’re producing the content or solely enjoying it. Everyone in the Omni app will be rewarded.  Everyone in the Omni app will be rewarded. #OMNI #Blockchain #cryptocurrency #DOT https://t.co/mNpR642DE4
2021-03-14 22:14:15,3,353,22,"why no human talking about Kadena ? 
#kadena $KDA
.
.
.
.

$btc $eth $defi $dot $ltc $xrp 
#altcoin #cryptocurrency #Crypto"
2021-03-14 22:13:57,0,1456,2356,"$ewt $btc $eth $dot $ada $atom $link $xrp @IBMEurope @Google @Facebook @Microsoft #COVAX @inclusivecap @RockefellerFdn @TempleInstitute @UN @wef @imf @WHO @WorldChambers 

Sorry my Will got Trumped,

Last one InshaALLAH

Youtube video under these words.

https://t.co/ZWIr2VLwBp https://t.co/nfRleioIQ5"
2021-03-14 22:13:56,0,19,1,"I only buy into projects I believe in. Genuinely excited about Orion. 

$ORN $BTC $ETH $DOT https://t.co/wjDwxaoNVL"
2021-03-14 22:13:32,3,95,10,"$DOT | @Polkadot 

Price coming into a key HTF level. https://t.co/SZbofwT5DE"
2021-03-14 22:13:30,5,193,23,"$Reef holders:
- Parachain auction
- Coin burn/buy back 
- Platform launch
- Mobile app adoption
- Debit card
- Partnerships

Put your feet up and butter your popcorn. 😎🍿🚀

$BTC $ETH $XRP $VET $LINK $DOT $CHZ $ENJ $HBAR https://t.co/6eh0io2rO9"
2021-03-14 22:11:57,0,9,13,"If you had 1,000 USDT would you invest in $Dot or $Ada ( you can only pick one)"
2021-03-14 22:11:40,52,65,12,"Shill me your favorite altcoin 👏

Update on my bags: #Bitcoin, $ETH, $AAVE, $RUNE, $LINK, $MATIC, $OMI, $DOT, $PREMIA, $SUSHI, $KWIK, $POLC, $BAO 

Give me your ever valued opinions 👀"
2021-03-14 22:11:10,2,1138,865,"Bitrue BTR to Binance. You saw what happen to $BNB
$btr #Binance #BinanceSmartChain 🚀🚀🚀🔥🔥🔥🔥🔥🔥🔥🔥

$XRP $XLM $RSR $EWT $AGI $VET $BID $SHR $DOT $QNT $ADA $THETA $XDC $EGLD $GALA $SHA $FWT #XRPcommunity #XRP #XLM #ADA #cryptocurrency #cryptocurrencies #CryptoNews https://t.co/0FpzdAYIMF"
2021-03-14 22:11:01,2,655,68,"$NPXS next!🚀

$ZIL $NPXS $HOT $XVG $QTUM $DOT $bnb $ADA $LINK $CAKE $klv $mana #Holochain #cryptocurrency #Crypto #Zilliqa #ZilliqaCommunity #Qtum #ethereum
#ADA #doge #bnb  #Bitcoin #BTC #xvg #Hot #Holochain #holo #Dot #Polkadot"
2021-03-14 22:11:00,6,95,10,"Some people like chasing pumps.

Others see $DOT consolidating &amp; know what’s coming.

🚀🚀🚀"
2021-03-14 22:10:09,0,1,4633,"🔄 Prices update in $EUR (1 hour):

$BTC - 49910.3  € (-0.28 %)
$ETH - 1553.91  € (-0.12 %)
$DOT - 30.5  €  (-0.36 %)
$ADA - 0.89  €  (-0.42 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-14 22:08:41,11,213,52,"$DGCL has come down 45% in the last 24 hours.

A perfect buy opp for anyone who felt they missed out on this low cap NFT beast.

Now testing former resistance as support.

I'd add if my bag wasn't already irresponsibly sized 😉.

$HTR $ETH $DOT $KSM $TRB $MPH $DOWS $DAOFI $UDO https://t.co/L2WYRIz24Z"
2021-03-14 22:08:29,4,95,10,"Things are heating up at Rococo V1 Parachain testnet.

$DOT $KSM https://t.co/WyC9WGJPf2"
2021-03-14 22:08:16,2,95,10,"Market dumps.

$DOT / $BTC never dumps."
2021-03-14 22:07:38,8,95,10,"Want to see something impressive?

Check out the $DOT weekly candle. 

Pretty much pumping from lows to highs in a single week.

Ultimate chad candle! https://t.co/ZlSheRYFpv"
2021-03-14 22:07:33,5,95,10,$DOT ATH will be waaayyy past $100 imo.
2021-03-14 22:07:15,1,95,10,"*wakes up

*messages back cyber ponzi friends

*sees $DOT &amp; $KSM chadding

*heads out to deadlift 

No better start to a weekend 🤝"
2021-03-14 22:06:03,6,95,10,$KSM getting a tow along from big bro $DOT
2021-03-14 22:05:59,1,95,10,$DOT is 🔥
2021-03-14 22:05:36,1,95,10,Another day begins with $DOT &amp; $KSM chadding.
2021-03-14 22:04:57,3,95,10,"$DOT &amp; $KSM nice reactions on $BTC pairs. Expect both to go higher.

GM."
2021-03-14 22:04:44,1,95,10,"$DOT

It's been down ever since. 

Lost the 99MA on 4hr too. https://t.co/nsWn1uSSxy"
2021-03-14 22:04:26,1,95,10,"I don’t however see the token release being as big as an issue for $DOT as some are speculating. 

I’m just managing my own ideas in terms of risk, doesn’t mean to say it’s right.

Plan on flipping % of $KSM then back into $DOT in due course."
2021-03-14 22:04:23,0,1123,117,Weekends are always for buying! $BTC $ETH $LINK $LTC $UNI $SUSHI $DOT $ORAI $PAID $SUPER $LPOOL $POLK https://t.co/Qc3cN9SJt1
2021-03-14 22:04:22,2,95,10,"I’ll be adjusting my portfolio %’s between $DOT &amp; $KSM based on project developments.

At present I’ve shifted some $DOT into $KSM.

Reasons being:

- Parachain auction registrations are up first on $KSM

- ICO investor token release on $DOT this month"
2021-03-14 22:04:02,0,11,29,"Current 24h-performance of core #cryptos: 
#BTC: 60,155.0 (-1.66%)
#ETH: 1,873.0 (-2.2%)
#BNB: 266.03 (-3.24%)
#DOT: 36.874 (-2.62%)
#XRP: 0.4451 (-2.88%)
#LTC: 218.55 (-3.53%)
#LINK: 29.258 (-1.95%)
#XLM: 0.3945 (-2.3%)"
2021-03-14 22:03:34,1,321,689,"$ONE Up 15% ✅ in 1 hour just because I felt like it 🤷🏻‍♂️

To think some boomers wait a couple YEARS on there dead saving accounts to even get 15%, how bout 1 hour? 

$btc $eth #nft $doge $flow $bsc $bnb $luna $fet $sxp $matic $dent $dot $link $chz $ada $ltc $go $amb $cbt $nav https://t.co/vfcHxmWHqM https://t.co/tVJBfiJC3i"
2021-03-14 22:03:02,0,11,29,"Current 24h-performance of core #cryptos: 
#BTC: 60,088.0 (-1.8%)
#ETH: 1,871.9 (-2.26%)
#BNB: 266.03 (-3.24%)
#DOT: 36.874 (-2.62%)
#XRP: 0.4447 (-2.78%)
#LTC: 218.49 (-3.6%)
#LINK: 29.258 (-1.95%)
#XLM: 0.3945 (-2.3%)"
2021-03-14 22:02:31,1,95,10,"$DOT

Watching. https://t.co/XkKj4BZA2r"
2021-03-14 22:02:02,0,11,29,"Current 24h-performance of core #cryptos: 
#BTC: 60,117.0 (-1.65%)
#ETH: 1,871.9 (-2.26%)
#BNB: 266.03 (-3.24%)
#DOT: 36.825 (-2.75%)
#XRP: 0.4447 (-2.78%)
#LTC: 218.49 (-3.6%)
#LINK: 29.258 (-1.95%)
#XLM: 0.3945 (-2.3%)"
2021-03-14 22:02:01,0,47,3,@exodus_io when some benefits to stake DOT with Exodus ??? #DOT
2021-03-14 22:01:58,2,95,10,"Reasons why I've entered $KSM.

BTC pair - at HTF support, looks to have successfully deviated the level. LTF (4hr, 1hr) looking for MA up-cross.

Although sticking with coins of strength, I'm not interested in chasing green candles. $KSM close alliance with $DOT should be noted. https://t.co/Ii3vKerbtJ"
2021-03-14 22:01:21,0,51,9,"#Bitcoin crashed to $60,000 today. This amuses me.

#Bitcoin #BTC #Ethereum #ETH #Polkadot #DOT #Chainlink #LINK #Cardano #ADA #Bitcoinprice #Bitcoinpriceaction #Bitcoinnews #BitcoinTA #Bitcointrends #Buybitcoin #Cryptocurrency #Crypto #HODL #Bullrun #Youtube #Ireland #Irish"
2021-03-14 22:01:10,0,77,13,Well David @davidgokhshtein In that case I will write a #XRP to #DOT connector! https://t.co/XkgTDJjWhc
2021-03-14 22:01:02,0,11,29,"Current 24h-performance of core #cryptos: 
#BTC: 60,139.0 (-1.67%)
#ETH: 1,870.5 (-2.35%)
#BNB: 266.03 (-3.24%)
#DOT: 36.825 (-2.75%)
#XRP: 0.4447 (-2.78%)
#LTC: 218.13 (-3.64%)
#LINK: 29.258 (-1.95%)
#XLM: 0.3945 (-2.3%)"
2021-03-14 22:00:57,0,6,184,"POLKADOT | 4 Hour

We have a symmetrical triangle, very high likely we will break below the triangle and trigger stop loss and then rally to $54-$54 as it's been very common we create a trap on the day traders before the big move.

#dot $dot #polkadot https://t.co/qzl0Wk9s2o"
2021-03-14 22:00:40,1,2,2855,"Long term inverted triangle on $DOT so i am expecting a few good days shortly. Short term inverted triangle on $luna so i am adding more and prepping to sell for quick profit.
#btc $omg $link $ren $eth $oxt $yfi $grt $snx $aave $uni $mkr $comp $dot $ada $vet $bnb $kcs $atom https://t.co/H5ULX6MQ8U"
2021-03-14 22:00:14,2,95,10,$DOT to ATHs this weekend
2021-03-14 22:00:10,1,95,10,"$DOT / $BTC

Support at 99MA &amp; up-cross incoming. https://t.co/aGEga6Ects"
2021-03-14 22:00:09,1,95,10,$DOT M15 https://t.co/h0m0Gz7Bip
2021-03-14 22:00:03,0,11,29,"Current 24h-performance of core #cryptos: 
#BTC: 60,083.0 (-1.64%)
#ETH: 1,870.0 (-2.24%)
#BNB: 266.03 (-3.24%)
#DOT: 36.804 (-2.81%)
#XRP: 0.4447 (-2.78%)
#LTC: 217.91 (-3.65%)
#LINK: 29.258 (-1.95%)
#XLM: 0.3945 (-2.3%)"
2021-03-14 21:59:11,4,95,10,"Who’s ready for $ETH 4 figs &amp; $DOT 2 figs? 

GM https://t.co/YQXuDbOTyX"
2021-03-14 21:59:10,1,95,10,"Full send everything, lads.

#Bitcoin $ETH $DOT https://t.co/KL8u4IDxes"
2021-03-14 21:58:55,19,95,10,"$DOT

ATH &amp; it’s only just beginning. 

Parachain auctions, CB listing all the come.

Bullish. Bullish. Bullish.

(Yes, I had to write it 3 times to express my true bullishness)"
2021-03-14 21:58:52,1,95,10,$DOT looking hot!! https://t.co/qzASybosOX
2021-03-14 21:58:37,0,182,77,"$POLS is breaking out of consolidation zone

#BTC #ETH #DOT https://t.co/hWhsBP6qTg"
2021-03-14 21:58:15,1,241,419,"$grt looking primed to pump... stand by. 🍿👀🚀

#dyor #graphprotocol  #cryptocurrencies $btc $eth $link $dot $ocean $dia #bitcoinnews #CryptoNews #Crypto $reef $dia $matic $one $tel https://t.co/oEC7H3Tkwn https://t.co/YJTjhqCOS8"
2021-03-14 21:57:47,1,95,10,"$DOT is at notable resistance.

/ $USDT retested ATHs.

/ $BTC pumped from ATLs.

Trend continuation confluence between breaking ATH on $USDT chart, while breaking down tread against $BTC.

To be watched 👀"
2021-03-14 21:54:35,0,448,1799,"Will the new #ALICE coin launched by #Binance have a good future? 
#BTC #crypto #Cardano #Ethereum #ETH #Bitcoin #ADA #DogecoinRise #doge #DogecoinToTheMoon #USDT #Dollar #DOT #XRPCommunity #BTT #Criptomonedas #BNB #DeFi #uniswap #PancakeSwap #cryptocurrencies"
2021-03-14 21:53:45,2,1123,117,"$DGCL CMO and CEO dropping hints out here 👀👀

Y’all going to sleep on my picks again? 

$KAI $TEL $ETH $BTC $WAN $ATOM $AION $DOT $THETA $LINK $AUDIO $SCRT $ICX $LUNA $SNX $VET $OCEAN
$BNB https://t.co/NY1IBNun86"
2021-03-14 21:51:41,0,4035,846,"What’s everyone think of $mana? Yes or no???
$link $btc $eth $nu $algo $grt $ltc  $ren $band $cvc $dnt $fil $dash $ocean $knc $bnb $oxt $bat $doge $aave $xtz $xlm $xrp $eos $zrx $ada $lrc $dot $uni $ren $xmr $trx $sol $sushi $enj $xem"
2021-03-14 21:49:13,10,106,98,"Today again 🚀 #hot #holo #holochain 🚀 

#cryptocurrency #btc #ADA #eth #zil #VET #Doge #CHZ #XRP #XVG #TRX #RVN #CMT #RDD #link #DGB #glm #pac #sha #req #DOT #NEO #Nuls #IOTA #IOST #STMX #NPXS #FET #UNI #TEL #BTT #HBAR #ZRX #SNT #AAVE #MANA #decentralized #DeFi #DeWeb https://t.co/xpem30QbXR"
2021-03-14 21:48:56,1,5002,1119,"Congrats to $HOT holders again

It is more rewarding if you honor just my call. They are 100% accurate

$btc $eth $trx $iotx $xrp $dot $link $vet $nftx $twt $doge $audio $alpha $inj $cream $matic $bnb $twt $vet $cvp $doge $bal $usdt $flr $unfi $celr $btt $chz $hot $npxs $enj https://t.co/qFHoxkqtoa"
2021-03-14 21:48:30,0,54,61,"Some whale just bought 270k $WABI on #Binance. I bet he did that with the expectation that it will crash in the near future...

$ctsi $eth $xrp $brd $one $lto $vidt $ada $dot $doge $ckb $neo $storj $mth $btc $get $bnb $chz $storj $kmd $vet $eos $vra $neo $pre $kda $myst $cake"
2021-03-14 21:48:27,0,197,751,"$Hot Like i promised! But the promised TIP s are still missing💁🏻‍♀️
$ada $akro $gvt $req  $egld $uni $coti $avax $doge $sxp $aave $theta $eth $vidt $btc $xem $rvn $xlm $xrp $zec $sushi $lit #holo $trx $bnb $link $dot $atom #1INCH $vet $snx $mkr $zrx $sxp $xvs $utk $celr #BSC #ada https://t.co/rnXHgycV9B"
2021-03-14 21:48:10,14,1908,1184,"$TEL ""Consolidating perfectly""... beautiful words. We've seen this movie before (twice this year already). Next leg up will be just as ground-shaking as the others, if not more! 

#Telcoin #Crypto $BTC $ETH #Bitcoin $Xrp $Bnb $ADA  $LTC $Dot #DOGE #CMC $NFT #NFT $BAL $NFT $UNI https://t.co/EIqwqAgHfB"
2021-03-14 21:48:06,0,228,546,"$ONE Up 15% ✅ in 1 hour just because I felt like it 🤷🏻‍♂️

To think some boomers wait a couple YEARS on there dead saving accounts to even get 15%, how bout 1 hour? 

$btc $eth #nft $doge $flow $bsc $bnb $luna $fet $sxp $matic $dent $dot $link $chz $ada $ltc $go $amb $cbt $nav https://t.co/vfcHxmWHqM https://t.co/oRUoomH97V"
2021-03-14 21:47:49,47,2,883,"LAST CALL: get $UBT *before* the official press release. 🚀 🚀 
this is even bigger than the Coca-Cola partnership. 
$ETH $LINK $GRT $BNT $BNB $MRPH $UNI $OCEAN $DOT https://t.co/ACd0R7c7OU"
2021-03-14 21:47:06,1,13,4,"$KP3R a sleeping giant. Hey AC lets wake up this giant 🌒🌑🚀

$btc $eth $dego $ont $chz $doge $ont $link $xrp $bake $xlm $dot $yfi $sushi $alts"
2021-03-14 21:46:13,0,54,61,"#Kadena / $KDA is the most scalable blockchain ever created in the history of #blockchain. It's a fact...

$ctsi $eth $xrp $brd $one $lto $vidt $ada $dot $doge $ckb $neo $storj $mth $btc $get $bnb $chz $storj $kmd $vet $eos $vra $neo $pre $kda $myst $cake"
2021-03-14 21:43:31,1,591,2164,"@holdfastgaming @RehabNft There is some science behind $REHAB COIN- since I started staking my 30 &amp; not over trading &amp; chasing every pump I’ve been calmer💊🍺 🤑😅👌 

I just hold my core $LINK $ETH $BTC $DOT &amp; stake my $REHAB &amp; I sleep 💤 well at night earning points for kick ass #NFTS #NFTS #DigitalART https://t.co/OsLWsX2LyH"
2021-03-14 21:42:58,0,291,34,"Current mood for me is 
$RGT $SGT $TVK $BMXX $HTR $OCEAN
Rolling profits into $KSM and $DOT
And good night"
2021-03-14 21:42:28,8,410,139,"$HAPI to the rescue🔫🤠

We need Hacken-API FAST!

https://t.co/zhZNEHQeBt

#Hacken $HAI $HAPI #Blockchain #Cybersecurity #DeFI #Oracles #DEX #CEX #Auditing #Certification #BugBounty #HackenFoundation #HackenAI

$VET $BTC $ETH $XRP $XLM $ADA $LINK $DOT $BNB $ALGO $AVAX $QNT $ICX https://t.co/R0OiMbu4J2"
2021-03-14 21:42:13,1,14,2,"He has made 2 times of his capital from my last call. Wow! 💥💥

$btc $eth $trx $iotx $xrp $dot $link $vet $nftx $twt $bot $xlm $doge $audio $alpha $bao $inj $cream $matic $bnb $twt $vet $cvp $doge $bal $usdt $flr $unfi $celr $btt $chz $hot $npxs $enj https://t.co/3lHu7o8Sjb"
2021-03-14 21:41:23,0,54,61,"Once again. The $EOS project has more $BTC in reserves for marketing and development than #Microstrategy, #Tesla &amp; #Square combined...

$ctsi $eth $xrp $brd $one $lto $vidt $ada $dot $doge $ckb $neo $storj $mth $btc $get $bnb $chz $storj $kmd $vet $eos $vra $neo $pre $kda $cake"
2021-03-14 21:41:17,0,44,128,"$hot now 0.0083
#hot will be  0.01 in 1 hour
Tomorrow 0.013
Week 0.027
$BTC $ETH $KSM $DGB $RSR $ATOM $ICX $SUSHI $POLS $HIVE $GRT $BCH $NANO $HBAR $DASH $ANKR $DOT $HTR $MATIC $DIA $ADA $LINK $RUNE $COTI $XLM $AAVE $REN $LTC $DOGE $BAT $EOS $AR $CREAM $ZIL $ORN $DAG"
2021-03-14 21:40:27,1,1191,1700,"3. Then imagine $DOT or $ADA had a 30 million coin max cap, that has built in safe deflation over time. And imagine you would start on the app receiving 20% apy return."
2021-03-14 21:40:25,2,68,4,@Altcoinbuzzio $trac $dot #starfleet @ParityTech @DrevZiga https://t.co/cLQbH3IEpp
2021-03-14 21:40:23,8,1191,1700,"Let's say $ADA or $DOT had an iphone and android app. And within this app, you had a non custodial crypto wallet that could be used as a tool to store all kinds of crypto and even do swaps. You could stake any coin, and receive staking rewards straight into the wallet."
2021-03-14 21:40:18,0,168,605,"Even since my tweet 10 hours ago, $slp has continued its steady push to MC $4.3M and still climbing getting ready for the launch 🚀

$btc $eth $sparta $link $lrc $grt $uni $ltc $bnb $dot $xlm $oxt $axs https://t.co/mEvB57BPb8"
2021-03-14 21:39:56,0,54,61,"Likely scenario is that $EOS will be last to pump this bullmarket. With 13 billion USD worth of Bitcoin in reserves it's safe to get stuck in.

$ctsi $eth $xrp $brd $one $lto $vidt $ada $dot $doge $ckb $neo $storj $mth $btc $get $bnb $chz $storj $kmd $vet $eos $vra $neo $pre $kda"
2021-03-14 21:39:36,2,42,15,We like #DOT ! 🚀🚀
2021-03-14 21:38:40,0,0,514,"What I derive I making people happy 💥

$btc $eth $trx $iotx $xrp $dot $link $vet $nftx $twt $bot $xlm $doge $audio $alpha $bao $inj $cream $matic $bnb $twt $vet $cvp $doge $bal $usdt $flr $unfi $celr $btt $chz $hot $npxs $enj https://t.co/J6Yo5ADze2"
2021-03-14 21:38:29,0,44,128,"$hot now 0.0075
#hot will be  0.0083 in 1 hour
Tomorrow 0.01
Week 0.021
$BTC $ETH $KSM $DGB $RSR $ATOM $ICX $SUSHI $POLS $HIVE $GRT $BCH $NANO $HBAR $DASH $ANKR $DOT $HTR $MATIC $DIA $ADA $LINK $RUNE $COTI $XLM $AAVE $REN $LTC $DOGE $BAT $EOS $AR $CREAM $ZIL $ORN $DAG"
2021-03-14 21:37:35,8,661,133,"Gotta love these double-listings @TheDaoMaker #SHO go for😎 

@Uniswap is all well and nice, but can't beat a #CEX when it comes to fees, shows @AlunaSocial is thinking of the little guys😎

Bobby likes❤️

$BTC $ETH $DOT $BNB $DAO $UNI #BSC #DeFi https://t.co/NKR9xqRisU"
2021-03-14 21:36:18,0,54,61,"Today $MYST went up 100%. @MysteriumNet is more advanced than it's competitor @OrchidProtocol. Still market cap is 50x smaller...

$ctsi $eth $xrp $brd $one $lto $vidt $ada $dot $doge $ckb $neo $storj $mth $btc $get $bnb $chz $storj $kmd $vet $eos $vra $neo $pre $kda $myst $cake"
2021-03-14 21:35:49,0,0,16,"TOP 15 COINS BY POPULARITY ON @CRYPTORANK_IO IN FEBRUARY

$ADA $BTC $BNB $DOGE $REEF $DOT $XRP $ETH $VET $CAKE $SFP $XLM $ALGO $TRX https://t.co/5sTSKMlLy4"
2021-03-14 21:35:43,0,715,202,@KikoTrade $DOT feelings?
2021-03-14 21:35:26,3,4,393,"project for today that im buying is @sifchain
 $EROWAN

-Built on Cosmos $ATOM SDK
-World 1st OMNI Dex and a lot faster and cheaper than current ERC-20 DEXs
-Will integrate all major 25 blockchains

Team from: Coinbase, $ATOM, $Flow, $DOT, $RUNE, $ADA, $XTZ"
2021-03-14 21:35:11,0,48,23,"@jigglyfinance let's call #WHALES 🔥🤑
 Farming $JIGG with 27,272.74% APR!!! 
👉 https://t.co/PmenJ2DuBZ

#Bitcoin #DYOR #cryptowoman #YieldFarming #nftart #NFTCommunity #NFTs #cryptopunks #CryptoNews #cryptocurrencies #cryptoart #safu #crypto #hodloncomrades #ADA #DOT #XRP #ETH https://t.co/SqhJiXbQlZ"
2021-03-14 21:34:48,0,0,16,"A donation of any amount would go a long way😪 
I withdrew a lot this morning to pay off an emergency bills😑

$btc $xrp $eth $etc $hbar $fio $ftm $dot $ada $rvn $usdt $bnb $dent $cake $band $hot https://t.co/XvxklyjKin"
2021-03-14 21:34:42,7,284,445,"$ONE ATH! you know what happens now!!! 🔥🔥🔥🔥🔥

$THETA $ZIL $ADA $DOT $BTC $CHZ $NPXS $BTC $BSC $BNB https://t.co/5b0TFud0vY"
2021-03-14 21:31:57,0,84,254,"@crypto_rand I will stake $EWT $DOT $KSM for life.
Sell $OCEAN at 30usd.

Selling the staking rewards."
2021-03-14 21:31:51,0,207,737,Large ascending triangle into major resistance for $DOT. Hope I can catch the breakout. https://t.co/41oLkrelvs
2021-03-14 21:31:01,0,11,29,"Last hour #BTC #correlations: 
#ETH: 0.599
#BNB: 0.126
#DOT: 0.286
#XRP: 0.81
#LTC: 0.843
#LINK: 0.581
#XLM: 0.586"
2021-03-14 21:30:05,111,213,62,"$HTR approaching $1.50 🚀

There is no stopping $HTR right now.. It's well and truly in price discovery mode and doing its best to replicate the $NANO run of 2017..

Still not in the Top 100 on @coingecko &amp; a way to go until $1b Mcap 🔥

$BTC $ETH $DOT https://t.co/2XXtbAQoWG"
2021-03-14 21:29:49,0,54,61,"Before this bullrun ends. All projects listed on #Binance will likely have (had) at least a 100 million USD market cap...

$ctsi $eth $xrp $brd $one $lto $vidt $ada $dot $doge $ckb $neo $storj $mth $btc $get $bnb $chz $storj $kmd $vet $eos $vra $neo $pre $kda $myst $cake"
2021-03-14 21:28:49,28,76,5,"$xvg #xvg something is cooking here, I think...just wait for an announcement from Verge team 🤔🤔🤔

$eth $btc $dot $ada $bnb $reef $coti $sxp $cro $sushi $pols $xvs $tvk $luna $uni $hbar $chz $psg $cake $bake $link $vet $zil $zec $xrp $aml $matic $xlm $trx $yfi $sc https://t.co/UsCrz6VKgS"
2021-03-14 21:28:02,0,29,147,"(1/2)
$DOT update 
https://t.co/v5ChR38L3p
$DOT looks bullish here

I expect that everyone holds #polkadot 
I'm holding a bag since 7-8$ but gonna add more

Buy zone ( mentioned in yellow) 

Entry 1(50% here)- 37.023-36
Entry 2(50% here)-35.1-33.7"
2021-03-14 21:27:22,0,6,32,Crypto traders only want one thing and it's not disgusting $LINK $AAVE $UTK $WAN $SOL $KSM $DOT https://t.co/G9XVdtbcut
2021-03-14 21:26:48,0,54,61,"Someone said I should take a look at $API3 / @API3DAO / #API3 .... Price did not really pump yet. A-Class list of VC investors!!!

$ctsi $eth $xrp $brd $one $lto $vidt $ada $dot $doge $ckb $neo $storj $mth $btc $get $bnb $chz $storj $kmd $vet $eos $vra $neo $pre $kda $myst $cake"
2021-03-14 21:26:06,8,2158,2565,"40 cent resistance on $hive was smashed. nothing but swiss cheese to ATH around 1$. After that, it's price discovery heavens. #Hive strap in, takeover imminent. $btc $eth $dot"
2021-03-14 21:25:06,0,264,39,"@davidgokhshtein $OVR is about to announce itself in this #ALTSEASON 

#Bitcoin  $BTC $ETH $MRPH $ZERO $VVT $DOT $LINK $UNI $OVR $SOL $MIST $POND $PAINT"
2021-03-14 21:24:50,0,362,290,@THE_FLASH_G I fully respect $DOT above $50
2021-03-14 21:24:40,4,347,255,"Those dips never last. This morning's is gone. $TEL wants to get to 1 cent.... this week. I believe it will.

#Telcoin #Telfam #Crypto $BTC $ETH #Bitcoin $Xrp $Bnb $ADA  $LTC $Dot #DOGE #CMC $NFT #NFT $BAL $NFT $UNI https://t.co/xR2ZXvYkv6"
2021-03-14 21:24:31,0,4982,2803,"The ultimate synthetic asset 

Rise Protocol is the worlds most advanced rebase token. 

$RISE #ieo #blockchain #dot #bounty #defi #Rise #RiseProtocol #RebaseToken #Rebases #AutoLiquidity #AutoRewards 

Website: https://t.co/gWHIQOPFke https://t.co/Y09qpe2ET1"
2021-03-14 21:24:31,0,264,39,"$OVR is about to announce itself in this #ALTSEASON 

#Bitcoin $BTC $ETH $MRPH $ZERO $VVT $DOT $LINK $UNI $OVR $SOL $MIST $POND $PAINT"
2021-03-14 21:24:08,0,0,68,"$BEPRO Has gone up 60% today. Do your research. 
$BTC $LTC $ETH $DOT $ZIL https://t.co/iLmVqrF7xq"
2021-03-14 21:23:56,0,631,570,"#RNDR with $Otoy Boys... :)

#cryptocurrencies #NFT $BTC $ALGO $ADA $DOT $BCH https://t.co/JTj5dhWFIP"
2021-03-14 21:23:43,146,2197,15077,"@paid_network just announced our 2nd project confirmed to launch on #ignition! @splytcore is one of the most anticipated projects of 2021! This article explains what to expect! Mind blowing! 
$PAID $SHOPX
https://t.co/3sXPmyj31C
#polkadot $dot"
2021-03-14 21:23:37,0,54,61,"In the next two weeks. Keep an eye on $XTZ. It's been accumulating for a very long time now. $ADA / $DOT -like bullrun possible...

$ctsi $eth $xrp $brd $one $lto $vidt $ada $dot $doge $ckb $neo $storj $mth $btc $get $bnb $chz $storj $kmd $vet $eos $vra $neo $pre $kda $myst $cake"
2021-03-14 21:23:05,0,10,2,"$NWC 1$ is easy🚀. Make your research ^^

 #btc #bnb #binance #cz #chz #doge #dot #eth $btc $eth $chz $dpge"
2021-03-14 21:22:40,0,155,128,#DOT $DOT . Its just matter of when not if . ;-) https://t.co/Lz4ga6YoO5
2021-03-14 21:21:04,1,2,883,same for $DOT btw https://t.co/efeZQOTaQ5
2021-03-14 21:20:31,1,16,114,"#ICX #polkadot #dot #CardanoCommunity #ADA #VET #alts #btc #altcoin #alts #BULLISH #matic #Ziliqa 
Free crypto lesson tomorrow! Don't miss out https://t.co/cNPZMixcSt"
2021-03-14 21:20:30,17,335,96,"RESPECT THE HARMONY $ONE PUMP.

THIS IS PRETTY MUCH DRIVEN BY STRONG COMMUNITY. 

ADD SOME COINBASE, #BSC BRIDGE, @quidd INTEGRATION, $DOT BRIDGE, #BTC RELAYER, ETH DAPPS PORTING. 

$0.5 IS WRITTEN ON THE SKY."
